Number_seasons,Games_played,At_bats,Runs,Hits,Doubles,Triples,Home_runs,RBIs,Walks,Strikeouts,Batting_average,On_base_pct,Slugging_pct,Fielding_ave,Position,binaryClass
14,786.0,2984.0,421.0,774.0,91.0,45.0,10.0,412.0,161.0,121.0,0.259,0.301,0.33,0.934,Catcher,P
10,619.0,1470.0,162.0,351.0,56.0,16.0,12.0,112.0,95.0,285.0,0.239,0.287,0.323,0.961,Shortstop,P
11,1032.0,3914.0,490.0,1108.0,183.0,27.0,36.0,323.0,130.0,322.0,0.283,0.311,0.371,0.98,Second_base,P
10,1034.0,3544.0,356.0,841.0,159.0,18.0,41.0,271.0,246.0,439.0,0.237,0.293,0.327,0.978,Second_base,P
17,1923.0,6688.0,866.0,1931.0,301.0,129.0,27.0,934.0,654.0,282.0,0.289,0.355,0.384,0.948,Third_base,P
12,1010.0,3111.0,438.0,910.0,141.0,39.0,17.0,328.0,288.0,161.0,0.293,0.355,0.379,0.966,Outfield,P
16,1860.0,6136.0,780.0,1594.0,299.0,82.0,109.0,738.0,564.0,842.0,0.26,0.326,0.389,0.974,Second_base,P
13,1317.0,5108.0,717.0,1562.0,212.0,64.0,75.0,408.0,246.0,445.0,0.306,0.34,0.416,0.968,Outfield,P
10,1092.0,3285.0,438.0,786.0,107.0,22.0,61.0,340.0,561.0,529.0,0.239,0.352,0.341,0.956,Third_base,P
19,2332.0,8835.0,1143.0,2599.0,440.0,43.0,272.0,1308.0,479.0,1003.0,0.294,0.333,0.446,0.996,First_base,P
11,1026.0,3120.0,314.0,799.0,106.0,30.0,91.0,387.0,185.0,693.0,0.256,0.3,0.397,0.97,Outfield,P
13,1033.0,3159.0,331.0,795.0,176.0,12.0,88.0,382.0,236.0,509.0,0.252,0.307,0.399,0.984,Catcher,P
17,2164.0,8001.0,1888.0,2721.0,534.0,163.0,493.0,1995.0,1508.0,790.0,0.34,0.447,0.632,0.991,First_base,N
19,2323.0,8860.0,1774.0,2839.0,574.0,146.0,184.0,1427.0,1186.0,372.0,0.32,0.404,0.48,0.976,Second_base,N
12,954.0,2569.0,388.0,633.0,91.0,29.0,77.0,283.0,341.0,466.0,0.246,0.339,0.394,0.986,Outfield,P
15,1522.0,5099.0,558.0,1309.0,172.0,46.0,7.0,476.0,465.0,357.0,0.257,0.323,0.313,0.943,Shortstop,P
12,986.0,3770.0,448.0,854.0,112.0,51.0,7.0,229.0,162.0,187.0,0.227,0.261,0.289,0.913,Second_base,P
11,835.0,2493.0,357.0,632.0,104.0,8.0,103.0,402.0,363.0,462.0,0.254,0.352,0.426,0.99,First_base,P
15,1522.0,3780.0,460.0,977.0,161.0,50.0,51.0,392.0,354.0,746.0,0.258,0.327,0.368,0.988,Outfield,P
10,676.0,1961.0,237.0,513.0,92.0,26.0,20.0,249.0,188.0,231.0,0.262,0.331,0.366,0.974,Catcher,P
10,538.0,1639.0,157.0,382.0,53.0,8.0,25.0,146.0,120.0,231.0,0.233,0.291,0.321,0.986,Catcher,P
14,1213.0,3776.0,295.0,893.0,142.0,49.0,15.0,345.0,286.0,132.0,0.236,0.295,0.312,0.977,Catcher,P
14,1956.0,7119.0,1163.0,1889.0,304.0,71.0,65.0,558.0,1036.0,416.0,0.265,0.361,0.355,0.979,Second_base,P
10,521.0,1865.0,215.0,386.0,68.0,23.0,3.0,167.0,147.0,235.0,0.207,0.265,0.273,0.912,Catcher,P
13,695.0,1716.0,168.0,414.0,59.0,8.0,20.0,182.0,226.0,135.0,0.241,0.334,0.32,0.983,Catcher,P
17,1736.0,7030.0,1163.0,2040.0,313.0,98.0,27.0,825.0,439.0,212.0,0.29,0.337,0.374,0.91,Shortstop,P
22,1966.0,7452.0,1020.0,1944.0,216.0,80.0,15.0,823.0,500.0,131.0,0.261,0.31,0.317,0.938,Second_base,P
12,1559.0,5195.0,690.0,1485.0,238.0,57.0,103.0,615.0,467.0,706.0,0.286,0.353,0.413,0.987,Outfield,P
17,1042.0,2829.0,283.0,717.0,123.0,19.0,13.0,263.0,231.0,198.0,0.253,0.314,0.324,0.98,Catcher,P
11,805.0,2363.0,227.0,662.0,98.0,29.0,7.0,293.0,206.0,141.0,0.28,0.342,0.355,0.973,Catcher,P
11,749.0,2364.0,324.0,609.0,84.0,44.0,9.0,187.0,190.0,243.0,0.258,0.322,0.342,0.942,Outfield,P
10,1107.0,3928.0,609.0,1104.0,188.0,85.0,95.0,525.0,382.0,380.0,0.281,0.352,0.445,0.975,Outfield,P
16,1623.0,5644.0,807.0,1691.0,299.0,44.0,19.0,591.0,669.0,329.0,0.3,0.377,0.378,0.972,Second_base,P
11,1566.0,5707.0,914.0,1530.0,264.0,52.0,253.0,975.0,759.0,702.0,0.268,0.357,0.466,0.97,Second_base,P
13,1475.0,4992.0,735.0,1415.0,220.0,43.0,202.0,805.0,731.0,356.0,0.283,0.377,0.466,0.985,Outfield,P
14,1310.0,5357.0,1327.0,1612.0,262.0,94.0,46.0,618.0,717.0,332.0,0.301,0.386,0.411,0.876,Outfield,P
10,705.0,1815.0,197.0,411.0,67.0,16.0,30.0,177.0,217.0,316.0,0.226,0.311,0.331,0.985,Outfield,P
18,2287.0,8656.0,1483.0,2735.0,500.0,173.0,248.0,1609.0,949.0,585.0,0.316,0.387,0.5,0.96,Outfield,N
10,389.0,988.0,106.0,257.0,38.0,3.0,6.0,70.0,61.0,127.0,0.26,0.309,0.323,0.944,Shortstop,P
17,1050.0,2735.0,270.0,738.0,124.0,27.0,21.0,322.0,311.0,247.0,0.27,0.351,0.358,0.975,Catcher,P
11,918.0,3000.0,486.0,881.0,155.0,67.0,35.0,449.0,311.0,40.0,0.294,0.373,0.425,0.946,Catcher,P
10,913.0,2073.0,236.0,512.0,90.0,10.0,12.0,163.0,206.0,192.0,0.247,0.32,0.317,0.968,Shortstop,P
14,1402.0,4705.0,706.0,1178.0,219.0,79.0,18.0,420.0,712.0,345.0,0.25,0.354,0.342,0.953,Outfield,P
10,990.0,3385.0,399.0,844.0,79.0,30.0,5.0,277.0,233.0,181.0,0.249,0.3,0.295,0.942,Third_base,P
13,1444.0,4989.0,912.0,1508.0,292.0,93.0,105.0,712.0,717.0,526.0,0.302,0.392,0.461,0.949,Second_base,P
12,1136.0,2956.0,461.0,788.0,138.0,27.0,47.0,253.0,368.0,260.0,0.267,0.353,0.379,0.984,Outfield,P
12,1288.0,4007.0,427.0,960.0,145.0,23.0,80.0,422.0,345.0,785.0,0.24,0.305,0.347,0.983,Second_base,P
13,1394.0,5193.0,1051.0,1628.0,379.0,71.0,331.0,1276.0,852.0,844.0,0.313,0.412,0.605,0.991,First_base,N
17,2008.0,6890.0,1033.0,1833.0,320.0,47.0,224.0,864.0,1087.0,1278.0,0.266,0.373,0.424,0.984,Second_base,P
19,2097.0,7229.0,1129.0,2143.0,364.0,77.0,152.0,859.0,719.0,898.0,0.296,0.361,0.431,0.981,Outfield,P
12,1511.0,5914.0,1405.0,1753.0,313.0,108.0,42.0,625.0,809.0,206.0,0.296,0.388,0.407,0.956,Outfield,P
13,1401.0,4947.0,589.0,1383.0,208.0,72.0,52.0,619.0,351.0,262.0,0.28,0.328,0.382,0.956,Outfield,P
11,706.0,2638.0,350.0,705.0,119.0,37.0,16.0,296.0,85.0,77.0,0.267,0.302,0.359,0.943,Catcher,P
20,2166.0,7917.0,908.0,2299.0,394.0,108.0,79.0,1078.0,578.0,410.0,0.29,0.341,0.397,0.993,First_base,P
14,1929.0,7484.0,829.0,2138.0,352.0,67.0,39.0,707.0,490.0,512.0,0.286,0.332,0.366,0.961,Shortstop,P
16,1676.0,6074.0,918.0,1774.0,308.0,87.0,26.0,566.0,696.0,345.0,0.292,0.373,0.384,0.967,Third_base,P
17,1809.0,3745.0,449.0,1073.0,130.0,46.0,7.0,308.0,523.0,250.0,0.287,0.375,0.351,0.982,Outfield,P
11,1106.0,3125.0,373.0,727.0,126.0,9.0,121.0,396.0,482.0,496.0,0.233,0.339,0.395,0.941,Third_base,P
16,1421.0,4339.0,352.0,1092.0,160.0,22.0,39.0,404.0,399.0,600.0,0.252,0.318,0.326,0.991,Catcher,P
15,1248.0,3808.0,480.0,1064.0,197.0,31.0,60.0,486.0,419.0,329.0,0.279,0.353,0.395,0.987,Outfield,P
16,1424.0,4154.0,553.0,1153.0,207.0,29.0,99.0,475.0,566.0,558.0,0.278,0.369,0.413,0.981,Outfield,P
15,1536.0,5392.0,730.0,1618.0,267.0,29.0,215.0,898.0,609.0,862.0,0.3,0.374,0.48,0.988,First_base,P
12,1261.0,4582.0,553.0,1214.0,222.0,47.0,38.0,480.0,369.0,427.0,0.265,0.322,0.359,0.955,Second_base,P
12,1151.0,4202.0,586.0,1075.0,200.0,64.0,39.0,391.0,309.0,444.0,0.256,0.308,0.362,0.964,Second_base,P
12,1168.0,4303.0,706.0,1257.0,254.0,45.0,43.0,496.0,433.0,299.0,0.292,0.359,0.402,0.984,Outfield,P
16,1938.0,7278.0,1239.0,2193.0,363.0,81.0,57.0,642.0,1092.0,466.0,0.301,0.394,0.397,0.957,Third_base,P
13,1283.0,4625.0,777.0,1466.0,341.0,67.0,164.0,833.0,372.0,477.0,0.317,0.372,0.526,0.971,Outfield,N
14,859.0,1699.0,216.0,438.0,91.0,6.0,30.0,205.0,282.0,240.0,0.258,0.366,0.371,0.963,Outfield,P
10,1062.0,3701.0,551.0,1071.0,240.0,51.0,73.0,573.0,353.0,315.0,0.289,0.352,0.441,0.959,Second_base,P
10,883.0,2915.0,422.0,880.0,157.0,54.0,30.0,392.0,130.0,218.0,0.302,0.336,0.424,0.939,Third_base,P
12,1294.0,3935.0,461.0,1011.0,153.0,31.0,134.0,504.0,477.0,593.0,0.257,0.342,0.414,0.992,Catcher,P
14,1503.0,6012.0,937.0,1634.0,234.0,81.0,21.0,769.0,425.0,283.0,0.272,0.325,0.348,0.94,Second_base,P
14,1591.0,6268.0,1690.0,2158.0,242.0,94.0,40.0,736.0,1187.0,218.0,0.344,0.455,0.432,0.926,Outfield,N
17,1531.0,5839.0,711.0,1529.0,272.0,62.0,104.0,708.0,351.0,432.0,0.262,0.304,0.383,0.946,Shortstop,P
10,968.0,3356.0,418.0,902.0,122.0,45.0,15.0,297.0,267.0,204.0,0.269,0.323,0.345,0.949,Third_base,P
12,480.0,919.0,68.0,198.0,30.0,1.0,12.0,73.0,44.0,175.0,0.215,0.254,0.289,0.985,Catcher,P
10,849.0,3272.0,410.0,747.0,122.0,39.0,13.0,166.0,170.0,211.0,0.228,0.267,0.301,0.875,Third_base,P
13,1267.0,5074.0,930.0,1317.0,159.0,79.0,30.0,517.0,471.0,357.0,0.26,0.325,0.34,0.891,Outfield,P
15,1384.0,4311.0,446.0,1007.0,156.0,17.0,106.0,501.0,551.0,643.0,0.234,0.323,0.351,0.968,Shortstop,P
12,852.0,2533.0,314.0,786.0,155.0,58.0,29.0,376.0,217.0,165.0,0.31,0.372,0.452,0.983,Catcher,P
10,650.0,1601.0,177.0,445.0,91.0,16.0,39.0,265.0,140.0,165.0,0.278,0.339,0.428,0.976,Catcher,P
12,1666.0,5564.0,783.0,1614.0,266.0,28.0,80.0,686.0,965.0,550.0,0.29,0.4,0.391,0.991,First_base,P
10,547.0,1125.0,164.0,262.0,31.0,12.0,4.0,72.0,117.0,175.0,0.233,0.312,0.292,0.989,Second_base,P
11,1073.0,3398.0,505.0,1030.0,158.0,43.0,91.0,528.0,389.0,208.0,0.303,0.38,0.455,0.957,Outfield,P
15,1810.0,6269.0,972.0,1609.0,256.0,36.0,146.0,567.0,753.0,1080.0,0.257,0.34,0.379,0.986,Outfield,P
17,2155.0,7402.0,1115.0,1954.0,307.0,40.0,195.0,918.0,1153.0,868.0,0.264,0.368,0.395,0.963,Third_base,P
16,1533.0,4744.0,539.0,1120.0,136.0,45.0,7.0,267.0,633.0,653.0,0.236,0.329,0.288,0.969,Shortstop,P
10,970.0,3035.0,461.0,963.0,201.0,64.0,47.0,517.0,413.0,188.0,0.317,0.404,0.472,0.989,First_base,P
12,1263.0,4736.0,722.0,1297.0,224.0,64.0,9.0,506.0,472.0,310.0,0.274,0.352,0.354,0.965,Second_base,P
12,1125.0,3783.0,518.0,1052.0,148.0,29.0,170.0,578.0,380.0,573.0,0.278,0.348,0.467,0.929,Third_base,P
14,569.0,1319.0,135.0,353.0,60.0,11.0,3.0,144.0,127.0,97.0,0.268,0.339,0.337,0.968,Catcher,P
20,1990.0,6432.0,867.0,1912.0,396.0,64.0,236.0,1179.0,703.0,697.0,0.297,0.37,0.489,0.984,Catcher,N
14,1356.0,4848.0,826.0,1336.0,182.0,92.0,31.0,341.0,837.0,,0.276,0.383,0.37,0.956,Outfield,P
11,1290.0,4548.0,503.0,1146.0,112.0,55.0,12.0,397.0,455.0,118.0,0.252,0.327,0.309,0.959,Outfield,P
14,1192.0,3440.0,348.0,914.0,172.0,7.0,71.0,438.0,385.0,378.0,0.266,0.343,0.382,0.993,Catcher,P
12,1130.0,3377.0,348.0,946.0,172.0,20.0,38.0,375.0,164.0,246.0,0.28,0.316,0.377,0.983,Outfield,P
12,1312.0,4206.0,562.0,1068.0,166.0,33.0,91.0,533.0,646.0,430.0,0.254,0.355,0.374,0.956,Third_base,P
14,1364.0,4493.0,545.0,1164.0,213.0,32.0,119.0,628.0,564.0,627.0,0.259,0.343,0.4,0.977,Catcher,P
14,1091.0,4040.0,494.0,1069.0,196.0,33.0,20.0,493.0,309.0,241.0,0.265,0.318,0.344,0.976,Second_base,P
12,1495.0,5249.0,767.0,1402.0,282.0,36.0,143.0,696.0,712.0,804.0,0.267,0.357,0.416,0.983,Outfield,P
15,699.0,2062.0,220.0,546.0,92.0,16.0,5.0,238.0,198.0,188.0,0.265,0.331,0.332,0.987,Catcher,P
14,1383.0,4937.0,777.0,1447.0,279.0,102.0,194.0,887.0,593.0,670.0,0.293,0.37,0.509,0.972,Outfield,P
14,1325.0,4212.0,462.0,1061.0,173.0,27.0,86.0,469.0,278.0,616.0,0.252,0.302,0.367,0.981,Catcher,P
15,1415.0,4443.0,653.0,1222.0,206.0,55.0,42.0,448.0,367.0,325.0,0.275,0.333,0.375,0.971,Outfield,P
18,1908.0,6144.0,865.0,1694.0,273.0,57.0,203.0,890.0,687.0,741.0,0.276,0.356,0.438,0.946,Third_base,P
13,883.0,1961.0,208.0,503.0,96.0,6.0,30.0,229.0,220.0,242.0,0.257,0.334,0.357,0.986,Outfield,P
11,743.0,2526.0,275.0,610.0,99.0,19.0,6.0,248.0,270.0,218.0,0.241,0.317,0.303,0.973,Second_base,P
17,1666.0,4772.0,550.0,1087.0,187.0,46.0,92.0,525.0,456.0,742.0,0.228,0.296,0.344,0.99,Catcher,P
12,965.0,2080.0,281.0,504.0,73.0,18.0,53.0,229.0,311.0,489.0,0.242,0.343,0.371,0.995,First_base,P
17,2148.0,7787.0,1291.0,2660.0,542.0,151.0,183.0,1539.0,856.0,550.0,0.342,0.41,0.52,0.962,Outfield,N
11,499.0,1144.0,104.0,283.0,43.0,3.0,1.0,86.0,47.0,77.0,0.247,0.281,0.293,0.945,Shortstop,P
14,1390.0,4019.0,524.0,963.0,150.0,22.0,179.0,559.0,508.0,944.0,0.24,0.333,0.421,0.96,Shortstop,P
14,1435.0,4997.0,414.0,1342.0,223.0,21.0,34.0,477.0,231.0,301.0,0.269,0.303,0.342,0.983,Second_base,P
11,1242.0,4541.0,580.0,1230.0,117.0,68.0,22.0,421.0,435.0,,0.271,0.337,0.341,0.944,Outfield,P
19,1593.0,5047.0,562.0,1321.0,257.0,72.0,31.0,555.0,357.0,395.0,0.262,0.311,0.36,0.978,Catcher,P
11,961.0,2694.0,459.0,736.0,137.0,41.0,51.0,263.0,456.0,248.0,0.273,0.39,0.411,0.962,Shortstop,P
16,1444.0,4553.0,595.0,1168.0,216.0,26.0,122.0,576.0,589.0,763.0,0.257,0.346,0.396,0.977,Outfield,P
12,1085.0,3484.0,459.0,976.0,162.0,49.0,68.0,428.0,386.0,677.0,0.28,0.354,0.413,0.968,Outfield,P
18,2048.0,7129.0,941.0,1980.0,343.0,27.0,267.0,1111.0,567.0,1013.0,0.278,0.333,0.446,0.985,Outfield,P
11,922.0,2910.0,434.0,896.0,157.0,46.0,48.0,413.0,239.0,243.0,0.308,0.364,0.443,0.986,First_base,P
12,711.0,1888.0,205.0,415.0,66.0,7.0,62.0,230.0,229.0,319.0,0.22,0.308,0.361,0.99,Catcher,P
11,740.0,2101.0,258.0,611.0,96.0,21.0,40.0,268.0,192.0,156.0,0.291,0.361,0.414,0.971,Catcher,P
11,1284.0,4603.0,901.0,1297.0,269.0,73.0,183.0,795.0,712.0,383.0,0.282,0.382,0.491,0.981,Outfield,P
13,1552.0,5603.0,882.0,1818.0,399.0,110.0,181.0,997.0,520.0,553.0,0.324,0.383,0.532,0.961,Outfield,P
15,1922.0,7707.0,1163.0,2345.0,486.0,82.0,47.0,839.0,737.0,428.0,0.304,0.367,0.407,0.967,Second_base,N
17,2088.0,7370.0,1124.0,2182.0,426.0,60.0,162.0,1071.0,1070.0,1012.0,0.296,0.388,0.436,0.994,First_base,P
14,1537.0,4877.0,605.0,1334.0,186.0,76.0,107.0,550.0,353.0,793.0,0.274,0.325,0.409,0.972,Outfield,P
13,1514.0,5349.0,676.0,1450.0,254.0,41.0,28.0,574.0,627.0,584.0,0.271,0.35,0.35,0.989,Second_base,P
11,922.0,2729.0,247.0,654.0,92.0,4.0,80.0,320.0,260.0,361.0,0.24,0.312,0.364,0.987,Catcher,P
11,1150.0,3572.0,398.0,900.0,150.0,22.0,26.0,344.0,319.0,311.0,0.252,0.319,0.328,0.98,Outfield,P
13,1493.0,5284.0,705.0,1370.0,191.0,75.0,20.0,445.0,427.0,307.0,0.259,0.329,0.335,0.954,Second_base,P
12,1081.0,3982.0,478.0,1176.0,217.0,92.0,59.0,614.0,153.0,,0.295,0.33,0.44,0.968,First_base,P
13,1421.0,3974.0,518.0,1002.0,163.0,25.0,159.0,560.0,491.0,832.0,0.252,0.337,0.426,0.976,Outfield,P
14,1802.0,6636.0,930.0,1941.0,375.0,50.0,140.0,1075.0,800.0,590.0,0.292,0.37,0.427,0.935,Third_base,P
13,1314.0,4400.0,618.0,1250.0,195.0,65.0,44.0,482.0,425.0,130.0,0.284,0.35,0.388,0.956,Third_base,P
14,737.0,1809.0,146.0,404.0,62.0,3.0,34.0,198.0,185.0,243.0,0.223,0.298,0.317,0.99,Catcher,P
10,908.0,3043.0,364.0,793.0,128.0,69.0,20.0,369.0,298.0,174.0,0.261,0.336,0.368,0.954,Outfield,P
16,1481.0,6253.0,1083.0,1881.0,368.0,84.0,56.0,751.0,366.0,304.0,0.301,0.343,0.413,0.887,Outfield,P
11,1353.0,3968.0,518.0,1048.0,152.0,47.0,113.0,443.0,416.0,685.0,0.264,0.335,0.412,0.979,Outfield,P
14,1197.0,4205.0,652.0,1146.0,193.0,32.0,166.0,674.0,462.0,941.0,0.273,0.35,0.452,0.978,Outfield,P
13,1020.0,3147.0,384.0,854.0,141.0,33.0,28.0,401.0,252.0,298.0,0.271,0.328,0.364,0.965,Outfield,P
11,1263.0,4322.0,598.0,1144.0,214.0,44.0,89.0,498.0,523.0,530.0,0.265,0.347,0.396,0.959,Third_base,P
11,1318.0,4706.0,591.0,1310.0,194.0,88.0,27.0,593.0,407.0,256.0,0.278,0.341,0.374,0.987,First_base,P
18,2071.0,7030.0,1105.0,1921.0,295.0,48.0,370.0,1274.0,943.0,1137.0,0.273,0.361,0.487,0.992,First_base,P
12,666.0,1426.0,119.0,342.0,56.0,2.0,19.0,147.0,224.0,217.0,0.24,0.345,0.322,0.978,Catcher,P
14,1194.0,4072.0,554.0,1095.0,162.0,60.0,19.0,495.0,421.0,171.0,0.269,0.339,0.352,0.967,Outfield,P
13,989.0,3180.0,288.0,939.0,146.0,12.0,61.0,474.0,220.0,188.0,0.295,0.348,0.406,0.985,Catcher,P
12,623.0,2335.0,182.0,486.0,41.0,7.0,0.0,86.0,58.0,91.0,0.208,0.228,0.232,0.907,Catcher,P
11,1212.0,4456.0,464.0,1278.0,153.0,58.0,24.0,487.0,191.0,304.0,0.287,0.318,0.363,0.993,First_base,P
10,928.0,3648.0,728.0,1134.0,162.0,71.0,65.0,617.0,359.0,211.0,0.311,0.376,0.448,0.935,Outfield,P
10,932.0,3601.0,539.0,1014.0,142.0,58.0,17.0,374.0,236.0,14.0,0.282,0.337,0.367,0.93,Outfield,P
11,1320.0,4992.0,698.0,1507.0,292.0,47.0,88.0,581.0,480.0,122.0,0.302,0.366,0.432,0.989,Outfield,P
17,2309.0,8785.0,1429.0,2466.0,389.0,160.0,75.0,817.0,1136.0,412.0,0.281,0.368,0.387,0.966,Outfield,N
14,1393.0,4260.0,698.0,1262.0,216.0,74.0,46.0,458.0,464.0,378.0,0.296,0.368,0.414,0.985,Outfield,P
10,1020.0,3777.0,560.0,1047.0,169.0,8.0,218.0,685.0,369.0,512.0,0.277,0.344,0.499,0.946,Third_base,P
23,2259.0,8173.0,1579.0,2930.0,541.0,169.0,301.0,1584.0,1038.0,679.0,0.358,0.434,0.577,0.965,Second_base,N
12,1123.0,4784.0,788.0,1230.0,172.0,90.0,31.0,564.0,120.0,498.0,0.257,0.277,0.35,0.922,Outfield,P
18,2028.0,7298.0,873.0,1993.0,284.0,40.0,325.0,1163.0,620.0,1313.0,0.273,0.335,0.457,0.972,Outfield,P
10,653.0,1994.0,202.0,494.0,64.0,11.0,47.0,235.0,151.0,147.0,0.248,0.304,0.362,0.988,Catcher,P
14,1605.0,5363.0,619.0,1471.0,218.0,50.0,167.0,762.0,373.0,786.0,0.274,0.325,0.427,0.993,Catcher,P
16,1895.0,6488.0,864.0,1774.0,245.0,35.0,382.0,1119.0,782.0,1460.0,0.273,0.355,0.499,0.975,Outfield,P
11,891.0,2626.0,268.0,682.0,139.0,23.0,43.0,293.0,275.0,287.0,0.26,0.332,0.379,0.965,Third_base,P
11,1112.0,3791.0,422.0,991.0,183.0,31.0,80.0,454.0,318.0,675.0,0.261,0.322,0.389,0.944,Third_base,P
14,1796.0,7112.0,1426.0,2044.0,248.0,121.0,40.0,726.0,1004.0,210.0,0.287,0.385,0.373,0.915,Outfield,P
12,1354.0,4441.0,545.0,1084.0,214.0,22.0,70.0,448.0,539.0,640.0,0.244,0.33,0.349,0.983,Second_base,P
13,1586.0,5558.0,948.0,1474.0,146.0,50.0,9.0,318.0,1003.0,312.0,0.265,0.381,0.314,0.956,Second_base,P
12,1161.0,3906.0,421.0,991.0,128.0,84.0,29.0,394.0,346.0,269.0,0.254,0.316,0.352,0.963,Second_base,P
14,1061.0,3442.0,311.0,813.0,118.0,13.0,82.0,381.0,271.0,565.0,0.236,0.294,0.35,0.99,Catcher,P
12,1483.0,5235.0,745.0,1429.0,223.0,23.0,39.0,370.0,555.0,382.0,0.273,0.369,0.347,0.976,Second_base,P
10,515.0,1391.0,162.0,360.0,81.0,12.0,32.0,193.0,176.0,261.0,0.259,0.345,0.403,0.965,Outfield,P
12,952.0,1655.0,196.0,410.0,63.0,7.0,22.0,186.0,234.0,140.0,0.248,0.341,0.334,0.995,First_base,P
10,743.0,1647.0,149.0,455.0,103.0,11.0,14.0,216.0,107.0,180.0,0.276,0.321,0.378,0.977,Outfield,P
13,1010.0,3871.0,552.0,934.0,141.0,45.0,5.0,396.0,309.0,378.0,0.241,0.299,0.305,0.881,Shortstop,P
10,989.0,3679.0,555.0,981.0,144.0,46.0,16.0,488.0,286.0,42.0,0.267,0.329,0.344,0.921,Third_base,P
10,1119.0,4219.0,501.0,1056.0,158.0,62.0,13.0,455.0,190.0,,0.25,0.289,0.326,0.986,First_base,P
11,857.0,2694.0,309.0,724.0,133.0,17.0,81.0,411.0,214.0,402.0,0.269,0.326,0.421,0.993,First_base,P
13,490.0,1344.0,160.0,327.0,64.0,12.0,5.0,153.0,201.0,100.0,0.243,0.347,0.32,0.978,Catcher,P
13,1332.0,4981.0,873.0,1772.0,307.0,168.0,54.0,785.0,519.0,158.0,0.356,0.423,0.517,0.962,Outfield,P
10,955.0,3203.0,412.0,835.0,115.0,44.0,103.0,415.0,281.0,382.0,0.261,0.322,0.421,0.955,Third_base,P
21,2820.0,9864.0,1551.0,2584.0,463.0,49.0,563.0,1702.0,1375.0,2597.0,0.262,0.358,0.49,0.967,Outfield,N
12,936.0,3055.0,396.0,767.0,81.0,28.0,7.0,162.0,250.0,265.0,0.251,0.31,0.303,0.949,Shortstop,P
10,926.0,2986.0,356.0,774.0,165.0,22.0,56.0,342.0,213.0,329.0,0.259,0.316,0.385,0.993,First_base,P
15,1656.0,6086.0,833.0,1768.0,291.0,86.0,135.0,929.0,412.0,565.0,0.291,0.337,0.433,0.952,Shortstop,N
11,1472.0,5507.0,787.0,1714.0,328.0,94.0,83.0,819.0,355.0,410.0,0.311,0.357,0.45,0.973,Outfield,P
11,1311.0,4520.0,535.0,1220.0,204.0,24.0,120.0,545.0,439.0,764.0,0.27,0.337,0.405,0.958,Third_base,P
18,1779.0,6560.0,1062.0,1990.0,322.0,80.0,18.0,552.0,748.0,345.0,0.303,0.378,0.385,0.967,Outfield,P
10,759.0,2221.0,250.0,515.0,68.0,18.0,6.0,210.0,171.0,197.0,0.232,0.292,0.287,0.907,Shortstop,P
13,1622.0,5722.0,722.0,1469.0,216.0,55.0,78.0,506.0,314.0,812.0,0.257,0.298,0.355,0.972,Second_base,P
12,918.0,1963.0,249.0,487.0,95.0,18.0,26.0,188.0,114.0,289.0,0.248,0.291,0.355,0.978,Outfield,P
17,1285.0,4904.0,994.0,1527.0,232.0,88.0,18.0,840.0,347.0,117.0,0.311,0.39,0.406,0.922,Shortstop,N
11,1438.0,5236.0,810.0,1463.0,259.0,45.0,199.0,929.0,750.0,546.0,0.279,0.372,0.46,0.977,Outfield,P
13,1322.0,4623.0,550.0,1331.0,180.0,33.0,78.0,525.0,244.0,626.0,0.288,0.329,0.392,0.953,Outfield,P
15,1369.0,3945.0,539.0,1016.0,188.0,10.0,196.0,699.0,568.0,719.0,0.258,0.358,0.459,0.993,Designated_hitter,P
13,1435.0,4797.0,564.0,1252.0,242.0,18.0,136.0,609.0,559.0,675.0,0.261,0.343,0.404,0.98,Second_base,P
16,1765.0,5941.0,706.0,1447.0,247.0,33.0,245.0,923.0,585.0,1318.0,0.244,0.313,0.42,0.993,First_base,P
10,813.0,2619.0,372.0,697.0,91.0,36.0,19.0,256.0,181.0,153.0,0.266,0.317,0.35,0.944,Shortstop,P
13,1863.0,6920.0,1239.0,2051.0,396.0,95.0,288.0,1283.0,1075.0,851.0,0.296,0.393,0.506,0.952,Outfield,P
11,874.0,2307.0,254.0,628.0,88.0,11.0,44.0,230.0,156.0,291.0,0.272,0.321,0.377,0.968,Shortstop,P
10,1155.0,4359.0,717.0,1292.0,275.0,83.0,58.0,556.0,489.0,380.0,0.296,0.369,0.437,0.938,Outfield,P
13,1377.0,5070.0,754.0,1493.0,185.0,75.0,22.0,410.0,391.0,246.0,0.294,0.347,0.374,0.926,Third_base,P
11,1055.0,3774.0,478.0,992.0,154.0,68.0,14.0,381.0,264.0,292.0,0.263,0.319,0.351,0.989,First_base,P
20,1748.0,4703.0,578.0,1254.0,215.0,38.0,102.0,531.0,429.0,632.0,0.267,0.331,0.394,0.979,Outfield,P
11,881.0,3687.0,728.0,1101.0,170.0,98.0,56.0,219.0,237.0,124.0,0.299,0.347,0.443,0.882,Outfield,P
13,1213.0,4263.0,565.0,1196.0,183.0,33.0,93.0,524.0,360.0,702.0,0.281,0.342,0.404,0.978,Outfield,P
14,1089.0,3772.0,643.0,1020.0,98.0,40.0,9.0,289.0,478.0,16.0,0.27,0.356,0.325,0.962,Outfield,P
