year,gq,gqtypeg,farm,ownershg,value,rent,ftotinc,nfams,ncouples,nmothers,nfathers,momloc,stepmom,momrule,poploc,steppop,poprule,sploc,sprule,famsize,nchild,nchlt5,famunit,eldch,yngch,nsibs,relateg,age,sex,raceg,marst,chborn,school,educrec,schltype,empstatg,labforce,occscore,sei,classwkg,wkswork2,hrswork2,yrlastwk,workedyr,inctot,incwage,incbus,incfarm,incss,incwelfr,incother,poverty,migrat5g,movedin,vetstat,binaryClass
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,875.0,26100.0,1,1,2,1,0,0,0,0,0,0,0,0,7,0,0,1,99,99,0,Other_relatives,24,Male,White,Married_spouse_absent,,No_not_in_school,Grade_12,Not_enrolled,Employed,Yes_in_labor_force,42,84,Works_for_wages_salary,50-52_weeks,41-48_hours,,Yes,17000.0,17000.0,0.0,0,0.0,0.0,0.0,136.0,Moved_place_not_reported,0,No_Service,P
99,Institution,Institution_(1990),Non-Farm,,999999.0,0.0,999999.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,Institutional_inmates,19,Male,Other_Asian_or_Pacific,Never_married_single,,No_not_in_school,Grade_10,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,18,44,Works_for_wages_salary,14-26_weeks,,Worked_current_yr,Yes,2500.0,1500.0,1000.0,0,0.0,0.0,0.0,0.0,Moved_place_not_reported,0,No_Service,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,537.0,32035.0,1,1,1,1,0,0,0,0,0,0,1,1,7,5,1,1,17,3,0,Spouse,37,Female,White,Married_spouse_present,5,No_not_in_school,Grade_5-8,Not_enrolled,Employed,Yes_in_labor_force,23,18,Works_for_wages_salary,40-47_weeks,40_hours,,Yes,9000.0,9000.0,0.0,0,0.0,0.0,0.0,173.0,Same_house,0,No_Service,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),187500.0,0.0,13824.0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,Spouse,60,Female,White,Married_spouse_present,5,No_not_in_school,Grade_12,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,0,0,,,,Worked_more_than_10_yrs_ago,No,5088.0,0.0,0.0,0,5088.0,0.0,0.0,166.0,Same_house,0,No_Service,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),112500.0,0.0,18668.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,Head_Householder,68,Female,White,Divorced,3,No_not_in_school,4+_years_of_college,Not_enrolled,Employed,Yes_in_labor_force,39,82,Self-employed,40-47_weeks,1-14_hours,,Yes,18668.0,0.0,2207.0,0,5458.0,0.0,5400.0,314.0,Moved_place_not_reported,2,No_Service,N
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,412.0,12055.0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,99,99,0,Partner_friend_visitor,20,Male,Japanese,Never_married_single,,No_not_in_school,Grade_12,Not_enrolled,Employed,Yes_in_labor_force,35,66,Works_for_wages_salary,50-52_weeks,40_hours,,Yes,16784.0,16784.0,0.0,0,0.0,0.0,0.0,260.0,Moved_place_not_reported,0,No_Service,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),137500.0,0.0,74466.0,1,1,1,1,2,0,1,1,0,1,0,0,7,0,0,1,99,99,4,Child,18,Female,White,Never_married_single,No_children,No_not_in_school,Grade_12,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,14,17,Works_for_wages_salary,1-13_weeks,,Worked_previous_yr,Yes,516.0,516.0,0.0,0,0.0,0.0,0.0,363.0,Same_house,0,No_Service,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),275000.0,0.0,53600.0,1,2,2,2,4,0,1,3,0,1,0,0,9,0,0,1,99,99,2,Sibling-in-Law,21,Female,Other_Asian_or_Pacific,Never_married_single,No_children,Yes_in_school,Grade_12,Public_school,Employed,Yes_in_labor_force,4,27,Works_for_wages_salary,14-26_weeks,15-29_hours,,Yes,800.0,800.0,0.0,0,0.0,0.0,0.0,199.0,Moved_place_not_reported,0,No_Service,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),12500.0,0.0,10000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,Head_Householder,69,Female,White,Widowed,4,No_not_in_school,Grade_12,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,0,0,,,,Worked_more_than_10_yrs_ago,No,10000.0,0.0,0.0,0,1158.0,0.0,0.0,168.0,Same_house,1,No_Service,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),187500.0,0.0,42000.0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,99,99,0,Partner_friend_visitor,38,Female,White,Never_married_single,No_children,No_not_in_school,4+_years_of_college,Not_enrolled,Employed,Yes_in_labor_force,24,47,Works_for_wages_salary,50-52_weeks,40_hours,,Yes,24500.0,24000.0,0.0,0,0.0,0.0,0.0,380.0,Same_house,0,No_Service,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,575.0,6000.0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,99,99,1,Sibling,18,Male,Other_Asian_or_Pacific,Never_married_single,,Yes_in_school,Grade_10,Public_school,Not_in_labor_force,No_not_in_labor_force,0,0,,,,Never_worked,No,3000.0,0.0,0.0,0,0.0,0.0,3000.0,60.0,Moved_place_not_reported,0,No_Service,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),225000.0,0.0,69000.0,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,Head_Householder,59,Male,Japanese,Married_spouse_present,,No_not_in_school,Grade_12,Not_enrolled,Employed,Yes_in_labor_force,22,8,Works_for_wages_salary,40-47_weeks,,Worked_current_yr,Yes,50000.0,45000.0,0.0,0,0.0,0.0,0.0,501.0,Same_house,8,No_Service,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,675.0,58000.0,2,0,1,0,1,0,1,0,0,0,0,0,4,0,0,1,99,99,0,Child,4,Male,White,Never_married_single,,No_not_in_school,None_or_preschool,Not_enrolled,,,0,0,,,,,,0.0,999999.0,999999.0,999999,99999.0,99999.0,99999.0,461.0,,0,,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),67500.0,0.0,51125.0,1,1,3,1,4,0,2,0,0,0,0,0,7,0,0,1,99,99,1,Grandchild,9,Female,White,Never_married_single,,Yes_in_school,Grade_1-4,Public_school,,,0,0,,,,,,0.0,999999.0,999999.0,999999,99999.0,99999.0,99999.0,258.0,Same_house,0,,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,725.0,0.0,1,1,1,1,0,0,0,0,0,0,1,2,8,5,5,1,4,0,0,Spouse,23,Male,Black_Negro,Married_spouse_present,,No_not_in_school,Grade_12,Not_enrolled,Unemployed,Yes_in_labor_force,13,4,Works_for_wages_salary,,,Worked_current_yr,No,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,Moved_place_not_reported,0,No_Service,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,537.0,27000.0,1,1,1,1,2,0,1,1,0,1,0,0,3,0,0,1,99,99,0,Child,1,Male,White,Never_married_single,,,,,,,0,0,,,,,,0.0,999999.0,999999.0,999999,99999.0,99999.0,99999.0,271.0,,0,,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,625.0,30000.0,1,0,1,0,1,0,1,0,0,0,0,0,2,0,0,1,99,99,0,Child,8,Female,Other_Asian_or_Pacific,Never_married_single,,Yes_in_school,Grade_1-4,Public_school,,,0,0,,,,,,0.0,999999.0,999999.0,999999,99999.0,99999.0,99999.0,351.0,Same_house,0,,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,1000.0,90000.0,1,1,1,1,2,0,1,1,0,1,0,0,4,0,0,1,99,99,1,Child,12,Male,Japanese,Never_married_single,,Yes_in_school,Grade_1-4,Public_school,,,0,0,,,,,,0.0,999999.0,999999.0,999999,99999.0,99999.0,99999.0,501.0,Moved_place_not_reported,0,,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,462.0,48440.0,1,1,1,1,2,0,1,1,0,1,0,0,4,0,0,1,99,99,1,Child,8,Female,White,Never_married_single,,Yes_in_school,Grade_1-4,Public_school,,,0,0,,,,,,0.0,999999.0,999999.0,999999,99999.0,99999.0,99999.0,385.0,Moved_place_not_reported,0,,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,1000.0,6500.0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,99,99,0,Partner_friend_visitor,45,Female,White,Never_married_single,No_children,No_not_in_school,4+_years_of_college,Not_enrolled,Employed,Yes_in_labor_force,24,52,Works_for_wages_salary,14-26_weeks,1-14_hours,,Yes,3600.0,3600.0,0.0,0,0.0,0.0,0.0,56.0,Moved_place_not_reported,0,No_Service,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,575.0,29400.0,1,1,1,1,2,0,1,1,0,1,0,0,5,0,0,1,99,99,2,Child,8,Female,White,Never_married_single,,No_not_in_school,None_or_preschool,Not_enrolled,,,0,0,,,,,,0.0,999999.0,999999.0,999999,99999.0,99999.0,99999.0,199.0,Same_house,0,,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,625.0,25529.0,1,1,1,1,2,0,1,1,0,1,0,0,7,0,0,1,99,99,3,Child,14,Male,White,Never_married_single,,Yes_in_school,Grade_5-8,Public_school,,,0,0,,,,,,0.0,999999.0,999999.0,999999,99999.0,99999.0,99999.0,138.0,Same_house,0,,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,675.0,15785.0,1,0,1,0,2,0,1,0,0,0,0,0,2,0,0,1,99,99,0,Head_Householder,65,Female,White,Widowed,1_child,No_not_in_school,1_to_3_years_of_college,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,22,61,Works_for_wages_salary,,,Worked_3-5_yrs_ago,No,6785.0,0.0,0.0,0,6780.0,5.0,0.0,211.0,Same_house,6,No_Service,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,875.0,5000.0,1,1,2,1,8,0,3,0,0,0,0,0,10,0,0,1,99,99,1,Other_relatives,8,Male,White,Never_married_single,,Yes_in_school,Grade_1-4,Public_school,,,0,0,,,,,,0.0,999999.0,999999.0,999999,99999.0,99999.0,99999.0,20.0,Same_house,0,,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),275000.0,0.0,6000.0,1,1,1,1,2,0,1,1,0,1,0,0,7,0,0,1,99,99,4,Child,12,Female,White,Never_married_single,,Yes_in_school,Grade_5-8,Public_school,,,0,0,,,,,,0.0,999999.0,999999.0,999999,99999.0,99999.0,99999.0,31.0,Same_house,0,,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,875.0,60000.0,1,1,1,1,0,0,0,0,0,0,1,1,3,1,0,1,15,15,0,Spouse,30,Female,White,Married_spouse_present,3,No_not_in_school,Grade_12,Not_enrolled,Employed,Yes_in_labor_force,17,13,Works_for_wages_salary,50-52_weeks,49-59_hours,,Yes,18000.0,18000.0,0.0,0,0.0,0.0,0.0,501.0,Same_house,0,No_Service,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),275000.0,0.0,45000.0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,99,99,0,Other_non-relatives,36,Female,White,Divorced,No_children,No_not_in_school,1_to_3_years_of_college,Not_enrolled,Employed,Yes_in_labor_force,41,72,Works_for_wages_salary,48-49_weeks,35-39_hours,,Yes,37279.0,37279.0,0.0,0,0.0,0.0,0.0,501.0,Moved_place_not_reported,0,No_Service,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),275000.0,0.0,61000.0,1,1,1,1,0,0,0,0,0,0,1,1,4,2,1,1,12,0,0,Spouse,41,Female,Black_Negro,Married_spouse_present,2__children,No_not_in_school,1_to_3_years_of_college,Not_enrolled,Employed,Yes_in_labor_force,41,68,Works_for_wages_salary,14-26_weeks,49-59_hours,,Yes,31000.0,31000.0,0.0,0,0.0,0.0,0.0,485.0,Same_house,0,No_Service,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,875.0,37800.0,1,1,1,1,2,0,1,1,0,1,0,0,4,0,0,1,99,99,1,Child,6,Male,White,Never_married_single,,Yes_in_school,None_or_preschool,Private_school_(19601990),,,0,0,,,,,,0.0,999999.0,999999.0,999999,99999.0,99999.0,99999.0,301.0,Moved_place_not_reported,0,,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,512.0,23212.0,1,1,1,1,2,0,1,1,0,1,0,0,4,0,0,1,99,99,1,Child,33,Male,White,Never_married_single,,No_not_in_school,Grade_12,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,0,0,,,,Worked_more_than_10_yrs_ago,No,7464.0,0.0,0.0,0,960.0,6504.0,0.0,181.0,Moved_place_not_reported,0,No_Service,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),400000.0,0.0,110762.0,1,1,1,1,2,0,1,1,0,1,0,0,4,0,0,1,99,99,1,Child,13,Male,White,Never_married_single,,Yes_in_school,Grade_5-8,Public_school,,,0,0,,,,,,0.0,999999.0,999999.0,999999,99999.0,99999.0,99999.0,501.0,Same_house,0,,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,625.0,14048.0,1,0,1,0,0,0,0,0,0,0,0,0,6,5,0,1,20,9,0,Head_Householder,38,Female,White,Divorced,5,No_not_in_school,1_to_3_years_of_college,Not_enrolled,Employed,Yes_in_labor_force,20,9,Works_for_wages_salary,48-49_weeks,30-34_hours,,Yes,12048.0,7200.0,0.0,0,0.0,4848.0,0.0,82.0,Moved_place_not_reported,2,No_Service,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),187500.0,0.0,124506.0,1,0,2,0,2,0,2,0,0,0,0,0,6,0,0,1,99,99,1,Grandchild,20,Female,White,Never_married_single,No_children,No_not_in_school,Grade_11,Not_enrolled,Unemployed,Yes_in_labor_force,18,44,Works_for_wages_salary,27-39_weeks,,Worked_current_yr,Yes,5900.0,5900.0,0.0,0,0.0,0.0,0.0,501.0,Same_house,0,No_Service,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,362.0,6500.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,Head_Householder,58,Female,Other_Asian_or_Pacific,Divorced,5,No_not_in_school,1_to_3_years_of_college,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,22,45,Works_for_wages_salary,,,Worked_3-5_yrs_ago,No,6500.0,0.0,0.0,0,0.0,0.0,0.0,101.0,Moved_place_not_reported,1,No_Service,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,1.0,29190.0,1,1,1,1,0,0,0,0,0,0,2,1,4,2,2,1,2,0,0,Head_Householder,29,Male,White,Married_spouse_present,,No_not_in_school,1_to_3_years_of_college,Not_enrolled,Employed,Yes_in_labor_force,11,18,Works_for_wages_salary,50-52_weeks,40_hours,,Yes,18000.0,18000.0,0.0,0,0.0,0.0,0.0,232.0,Moved_place_not_reported,2,No_Service,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,312.0,7932.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,Head_Householder,73,Female,Black_Negro,Widowed,1_child,No_not_in_school,Grade_9,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,0,0,,,,Worked_more_than_10_yrs_ago,No,7932.0,0.0,0.0,0,4572.0,3360.0,0.0,133.0,Same_house,2,No_Service,P
99,Institution,Institution_(1990),Non-Farm,,999999.0,0.0,999999.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,Institutional_inmates,28,Female,White,Divorced,2__children,No_not_in_school,1_to_3_years_of_college,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,0,0,,,,Worked_6-10_yrs_ago,No,6000.0,0.0,0.0,0,0.0,0.0,6000.0,0.0,Moved_place_not_reported,0,No_Service,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,625.0,50629.0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,99,99,0,Partner_friend_visitor,42,Male,White,Separated,,No_not_in_school,Grade_12,Not_enrolled,Employed,Yes_in_labor_force,23,23,Works_for_wages_salary,50-52_weeks,40_hours,,Yes,18000.0,18000.0,0.0,0,0.0,0.0,0.0,279.0,Moved_place_not_reported,0,No_Service,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),400000.0,0.0,59150.0,1,1,1,1,0,0,0,0,0,0,2,1,4,2,2,1,0,0,0,Head_Householder,30,Male,White,Married_spouse_present,,No_not_in_school,1_to_3_years_of_college,Not_enrolled,Employed,Yes_in_labor_force,41,68,Works_for_wages_salary,50-52_weeks,49-59_hours,,Yes,45800.0,45000.0,0.0,0,0.0,0.0,0.0,470.0,Moved_place_not_reported,2,No_Service,P
99,Institution,Institution_(1990),Non-Farm,,999999.0,0.0,999999.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,Institutional_inmates,75,Female,White,Married_spouse_absent,6,No_not_in_school,Grade_11,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,0,0,,,,Never_worked,No,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,Moved_place_not_reported,0,No_Service,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),350000.0,0.0,45133.0,1,1,1,1,0,0,0,0,0,0,2,1,4,2,0,1,26,16,0,Head_Householder,55,Male,White,Married_spouse_present,,No_not_in_school,Grade_12,Not_enrolled,Employed,Yes_in_labor_force,20,8,Works_for_wages_salary,50-52_weeks,40_hours,,Yes,45133.0,42000.0,0.0,0,0.0,0.0,0.0,347.0,Same_house,7,Yes,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),275000.0,0.0,7378.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,Head_Householder,69,Male,White,Divorced,,No_not_in_school,Grade_12,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,23,18,Works_for_wages_salary,,,Worked_3-5_yrs_ago,No,7378.0,0.0,0.0,0,7378.0,0.0,0.0,124.0,Same_house,7,Yes,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,575.0,61200.0,1,0,0,1,0,0,0,1,0,1,0,0,2,0,0,1,99,99,0,Child,27,Male,White,Never_married_single,,No_not_in_school,Grade_12,Not_enrolled,Employed,Yes_in_labor_force,23,18,Works_for_wages_salary,50-52_weeks,60+_hours,,Yes,25000.0,25000.0,0.0,0,0.0,0.0,0.0,501.0,Moved_place_not_reported,0,No_Service,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,462.0,26302.0,1,1,1,1,2,0,1,1,0,1,0,0,8,0,0,1,99,99,5,Child,26,Female,White,Never_married_single,1_child,No_not_in_school,None_or_preschool,Not_enrolled,Unemployed,Yes_in_labor_force,20,9,Self-employed,1-13_weeks,,Worked_current_yr,Yes,1320.0,0.0,1320.0,0,0.0,0.0,0.0,115.0,Same_house,0,No_Service,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,512.0,798.0,1,0,1,0,1,0,1,0,0,0,0,0,2,0,0,1,99,99,0,Child,15,Male,Black_Negro,Never_married_single,,Yes_in_school,Grade_9,Public_school,,,0,0,,,,,,0.0,999999.0,999999.0,999999,0.0,0.0,0.0,9.0,Same_house,0,,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,875.0,57500.0,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,Head_Householder,27,Male,White,Married_spouse_present,,No_not_in_school,4+_years_of_college,Not_enrolled,Employed,Yes_in_labor_force,40,80,Works_for_wages_salary,50-52_weeks,40_hours,,Yes,21000.0,10000.0,10000.0,0,0.0,0.0,0.0,501.0,Same_house,5,No_Service,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),162500.0,0.0,37240.0,1,1,0,1,0,0,0,0,0,0,2,1,5,0,0,1,99,99,0,Head_Householder,74,Male,White,Married_spouse_present,,No_not_in_school,Grade_1-4,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,0,0,,,,Worked_more_than_10_yrs_ago,No,7380.0,0.0,0.0,0,4800.0,2580.0,0.0,246.0,Same_house,7,No_Service,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,512.0,14000.0,3,0,0,1,0,0,0,1,0,1,0,0,3,0,0,1,99,99,1,Child,3,Female,White,Never_married_single,,No_not_in_school,None_or_preschool,Not_enrolled,,,0,0,,,,,,0.0,999999.0,999999.0,999999,99999.0,99999.0,99999.0,140.0,,0,,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,875.0,21352.0,1,1,2,1,0,0,0,0,0,0,1,1,7,4,1,1,20,3,0,Spouse,40,Female,Black_Negro,Married_spouse_present,4,No_not_in_school,Grade_12,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,22,61,Works_for_wages_salary,,,Worked_2_yrs_prior,No,0.0,0.0,0.0,0,0.0,0.0,0.0,108.0,Same_house,0,No_Service,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),275000.0,0.0,78950.0,1,1,1,1,0,0,0,0,0,0,1,1,3,1,0,1,28,28,0,Spouse,55,Female,Japanese,Married_spouse_present,2__children,No_not_in_school,Grade_12,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,0,0,,,,Worked_more_than_10_yrs_ago,No,0.0,0.0,0.0,0,0.0,0.0,0.0,501.0,Same_house,0,No_Service,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),350000.0,0.0,71876.0,1,1,1,1,1,0,1,2,0,1,0,0,3,0,0,1,99,99,0,Child,29,Male,White,Never_married_single,,No_not_in_school,1_to_3_years_of_college,Not_enrolled,Employed,Yes_in_labor_force,22,18,Self-employed,50-52_weeks,30-34_hours,,Yes,5103.0,1332.0,3771.0,0,0.0,0.0,0.0,501.0,Same_house,0,No_Service,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),137500.0,0.0,57587.0,1,0,1,0,1,0,1,0,0,0,0,0,4,0,0,1,99,99,2,Child,24,Female,White,Never_married_single,No_children,No_not_in_school,Grade_12,Not_enrolled,Employed,Yes_in_labor_force,24,44,Works_for_wages_salary,50-52_weeks,40_hours,,Yes,16387.0,16387.0,0.0,0,0.0,0.0,0.0,450.0,Same_house,0,No_Service,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),162500.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,2,1,5,3,0,1,21,17,0,Head_Householder,42,Male,White,Married_spouse_present,,No_not_in_school,Grade_12,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,0,0,,,,Worked_6-10_yrs_ago,No,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,Same_house,6,No_Service,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,575.0,27000.0,1,1,1,1,0,0,0,0,0,0,2,1,4,1,0,1,21,21,0,Head_Householder,58,Male,White,Married_spouse_present,,No_not_in_school,Grade_1-4,Not_enrolled,Employed,Yes_in_labor_force,9,6,Works_for_wages_salary,50-52_weeks,41-48_hours,,Yes,14000.0,14000.0,0.0,0,0.0,0.0,0.0,211.0,Moved_place_not_reported,2,No_Service,N
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,537.0,36796.0,1,1,1,1,2,0,1,1,0,1,0,0,6,0,0,1,99,99,3,Child,7,Male,White,Never_married_single,,Yes_in_school,Grade_1-4,Public_school,,,0,0,,,,,,0.0,999999.0,999999.0,999999,99999.0,99999.0,99999.0,222.0,Same_house,0,,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),275000.0,0.0,52465.0,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,Head_Householder,63,Male,White,Married_spouse_present,,No_not_in_school,4+_years_of_college,Not_enrolled,Employed,Yes_in_labor_force,27,72,Works_for_wages_salary,1-13_weeks,49-59_hours,,Yes,47721.0,46000.0,0.0,0,0.0,0.0,0.0,501.0,Same_house,8,Yes,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),37500.0,0.0,20971.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,Head_Householder,79,Male,White,Widowed,,No_not_in_school,Grade_9,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,0,0,,,,Worked_more_than_10_yrs_ago,No,20971.0,0.0,0.0,0,0.0,0.0,0.0,353.0,Same_house,8,No_Service,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,512.0,72000.0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,99,99,1,Sibling,27,Female,White,Widowed,No_children,No_not_in_school,Grade_12,Not_enrolled,Employed,Yes_in_labor_force,41,68,Works_for_wages_salary,50-52_weeks,40_hours,,Yes,30000.0,30000.0,0.0,0,0.0,0.0,0.0,501.0,Same_house,0,No_Service,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),162500.0,0.0,35050.0,1,1,1,1,2,0,1,1,0,1,0,0,4,0,0,1,99,99,1,Child,1,Male,Chinese,Never_married_single,,,,,,,0,0,,,,,,0.0,999999.0,999999.0,999999,99999.0,99999.0,99999.0,279.0,,0,,P
